tweet,label
"""We shouldn't have to explain why it's not acceptable for unarmed teenagers to be gunned down by the police."" -Kara Brown #BlackLivesMatter",0
"living here in the US now 8 yrs Im appalled at the number of black*men,trans folx lives lost by police and state violence #BlackLivesMatter",0
I've been sitting here in this hospital since Friday & I'm still able to be a part of this critical organizing work #BlackLivesMatter #tech,0
"We have a problem when ppl care more about stores being looted than a dead black boy. Enough talk, more action. #BlackLivesMatter",0
i realized i couldnt even begin to name all of the black lives terrorized and taken by the hands of police. #mikebrown #blacklivesmatter,0
The world is about to be more upset about #RobinWilliams death than all the black youth murdered by police in a month #BlackLivesMatter,0
If anyone followed the militia who showed up for #CliveBundy in Nevada armed the #BLM backed off. Wander what happen if something like that,1
"Student asked in class, ""What if I think racism is a good thing?"" I was stumped. All I could say, ""You'd be wrong."" #WTF #BlackLivesMatter",0
It amazes me the world fails to see that young black & brown babies that look like & sound like me are close to extinction #BlackLivesMatter,0
The scene in Boston #NMOS14 - reading the names of the fallen Oscar Grant comes up again and again #BlackLivesMatter,1
James Cone: “How do you pledge allegiance 2 a country that WON’T pledge allegiance 2 you?” #NMOS14 #Ferguson #MichaelBrown #BlackLivesMatter,1
"Maybe if the #Ferguson protestors all just poured buckets of ice on their heads, white people would wake up and realize #BlackLivesMatter?",1
The reading of the names of black lives lost to police brutality in Malcolm X Park right now is devastating! #BlackLivesMatter #Ferguson,1
"why we always include the ""Black"" in #BlackLivesMatter--cause very few, including our Black president, want to acknowledge anti black racism",1
Momma told me I had 2 strikes coming into this world because I'm black and a male.I got my 3rd when I became educated. #BlackLivesMatter,1
So Mike was murdered for stealing? USA in a nutshell: we care more about $ and things than we do about Black lives. #BlackLivesMatter,0
"In a small UU congregation in a small, conservative IL town, a few of us held a moment of silence in solidarity w #NMOS14 #BlackLivesMatter",0
The fact that we still have to argue for equality and being treated as human beings in 2014 is ridiculous. #blacklivesmatter,0
Make sure that the anger and frustration you have right now you use to be proactive and strategic ! #BlackLivesMatter,0
shame that in 2014 people have to take to the streets to chant #BlackLivesMatter. thought we would have figured out #AllLivesMatter by now.,0
"shifting focus, saying #mikebrown was a suspect in a robbery is white supremacy working exactly how it's designed to. #BlackLivesMatter",0
You can also add your don't shoot pictures as well #UNT join the national discussion #imatter #BlackLivesMatter everyone should be invovled,0
If the consequence of stealing cigarettes is a brutal blatant inhumane gun down to be left for dead.we are all dead! #blacklivesMATTER,0
"Not that we should have to be saying this, but #BlackLivesMatter, absolutely. Even the lives of black kids who may have shoplifted.",0
The whole world knows that we have a problem with race in the US – the whole world but us. #BlackLivesMatter #TheWorldisWatching #MikeBrown,0
Nvr did I think I would live 2 c what life was like in the 1960s but I have in at least the last 3 yrs #WeAreAllFerguson #blacklivesMATTER,0
"Let's not lose focus on #Ferguson. Militarization of local police is valid concern, but heart of issue is that #BlackLivesMatter.",0
It's really sad that in 2014 a Pastor has to dedicate a service on how to survive the police for black men. #BlackLivesMatter,0
My fraternity to elected to pay all expenses for mike brown funeral! Amazing! divine 9 is still important #AΦΑ #divine9 #BlackLivesMatter,0
"Justin, a high school student: ""I go to bed hungry every night, and it's the worst feeling in the world"" #DontShoot305 #BlackLivesMatter",0
"Nine years after Hurricane Katrina, black people are still trying to make the point that #BlackLivesMatter. That alone is gut-wrenching.",0
The Over Policing of People of Color in the United States of America is a Threat to Our National Security. #BlackLivesMatter,0
"MT 
: Rosana: ""Like Dr. King, I have a dream, that black & brown children can live free"" #BlackLivesMatter #brownlivesmatter",0
"Rosana: ""Like Dr. King, I have a dream too, that black and brown children can live free"" #DontShoot305 #BlackLivesMatter #brownlivesmatter",0
"Elders, children, youth- Black, Brown, white, trans, cis ARE MARCHING IN UNITY FOR JUSTICE in #Ferguson right now b/c #BlackLivesMatter !",0
The Ferguson community invited us to a community BBQ and now they've asked us to turn up for justice with them. #BlackLivesMatter,0
"Kids just asked what if #MikeBrown was an ofcrs son. Po po said ""then he'd get what he deserved."" #BlackLivesMatter",0
I am very grateful for #blacklivesmatter since I can't be there in person. Thanks to all for your work! #Ferguson #MikeBrown,0
I raise my voice for Black Women & Girls because we are ignored even as we stand frontline fighting for you. #Ferguson #BlackLivesMatter,0
"There is something about a freedom ride; something that rejuvenates the soul. Even when tired, we MUST go on! Because #BlackLivesMatter",0
"RT 
: 155 people arrested in Ferguson since Mike Brown was killed. Darren Wilson still isn't one of them #blacklivesmatter",0
"Help me spread the word if you see these tweets. I just can't sit here and do nothing, neither should you #BlackLivesMatter",0
Spreads the word! #Ferguson calls Monday 4:30 shut down freeways - slow down with flashers on for 4 1/2 min. #MikeBrown #BlackLivesMatter,0
"This four year old just did 16 bars and the hook was ""I'm proud of my black history."" #Ferguson #blacklivesmatter",0
"We stand w/ #BlackLivesMatter riders headed to #Ferguson to show support, demand justice, & learn in community w/ those most impacted.",0
"""Y'all, the alarm clock has gone off, we are awake and it behooves us not to go back to sleep!"" #ferguson #michaelbrown #blackLivesMatter",0
"Young 
 shares how outside he feels like a 2nd class citizen & w/ #blacklivesmatter he feels like a god",0
#BlackLivesMatter ride to #Ferguson has left me in awe. Didn't think I could feel more awake than I already was before coming.,0
Everyone praising Hilary Clinton on her #Ferguson comments - really?!? How long does it take to tell us racism exists and #BlackLivesMatter?,0
Currently sitting in a #blacklivesmatter art/cultural group about the importance of art and how it can be a tool in movements.,0
"""As we try to get the gender identity piece right, let's not forget we still need to get the misogyny piece right too."" #BlackLivesMatter",0
"""I am looking around at so many unlikely allies. I have never been in a room like this."" - speaker #Ferguson #BlackLivesMatter",0
"How is 
 doing a story on ""pulling your pants up"" as a solution to racial profiling and police brutality? #BlackLivesMatter",0
Playing a live set 4 the people of Ferguson & St. Louis was an out of body experience.So much love in the place #BlackLivesMatter Thank You,0
"""We have put our lives on the line for black boys. We are here for it. Black women can't continue to get raped either."" #BlackLivesMatter",0
Panelist highlighting that we all have a role to play. And we have to own the maintenance of the community. We must speak. #BlackLivesMatter,1
"""The killing of black boys brings up the narrative of lynching. But the whole black family, itself, suffers under racism."" #BlackLivesMatter",0
"Panelist from #Ferguson speaks about being told to ""go home"" during the protests as if there is no role for women. #BlackLivesMatter",0
"""If that leadership is not representative of the movement we are seeking, then we need to change it."" - #BlackLivesMatter",0
"#BlackLivesMatter On building an inclusive movement: ""We can't be misgendering people in these spaces. Keep your homophobia at home and .",1
The process would've been even slower than it seems to already be if the DOJ had not become involved. - spkr #BlackLivesMatter #Ferguson,0
#Chicago police broke candles & ripped down posters at a vigil for somebody THEY KILLED. Then arrested the mother. #BlackLivesMatter,0
"send'n love & light to all of the beautiful people of #BlackLivesMatter 
Your energy & presence has touch the spirit of many. that's love.",0
Just hearing abt #DanielHoltzclaw cop's stalking& rape of 8 Black Women.Why only now?bc on #denmark time? Or bc Ww forget #BlackLivesMatter,0
#BlackLivesMatter is more than a notion. It's a principle by which we organize; an affirmation by which we love; the way we choose to live.,0
"Sitting in a Chicago airport, tears pouring down my face, as I presence MY SELF to the magnitude of the #BlackLivesMatter wknd in #Ferguson",0
"Justice for #DanielHoltzclaw?!? A serial racist rapist! Disgusting. Y'all should be ashamed, as a white man I know I am. #BlackLivesMatter",0
I know I wasn't directly fired on but I CANNOT stand by as my FAMILY in this war to prove #blacklivesmatter is persecuted. NO.,0
"What if we encouraged, guided, and validated our young people more and yelled and curse them less? #children #TuesdayTip #BlackLivesMatter",0
"""We can never be satisfied as long as the Negro is the victim of the unspeakable horrors of police brutality."" -MLK #BlackLivesMatter",0
With so many who look like me losing their lives. I am truly grateful to see 24 years of life on this earth. #BlackLivesMatter,0
"We are the first to arrive, hot off the road, at the sanctuary hosting the #BlackLivesMatter summit. The sky welcomes us with dawn.",0
#BlackLivesMatter. What can be done about the police?: This post is a continuation of “We are in the midst of a.,0
I am SO excited about this space we are creating for #Ferguson youth and Black youth here in general. #BlackLivesMatter is so CLUTCH.,0
"Aside from all the gr8 politics of the #BlackLivesMatter Ride, I was continually struck by how beautiful we/ya'll are. Black is so beautiful",0
Black academics are fighting every day to prove that #BlackLivesMatter enough to have academic criticism and studies done in nuanced ways.,0
'What do I tell my son?' is the new 'How does it feel to be a problem?' - W.E.B. Dubois #NPRTheTalk #blacklivesmatter,1
"If we as a nation are to have honest #racetalk on #BlackLivesMatter, non-Blacks must resist the urge to invoke their story and #Listen.",0
"But you know.it isn't about racism. As matter of fact I'm a racist just for mentioning the ""r"" word. Yep.#BlackLivesMatter",1
"“Silence in the face of evil is itself evil: God will not hold us guiltless."" Bonhoeffer #BlackLivesMatter #Ferguson #Brown #Garner #Martin",0
"This is not the end of our lives, it is the beginning of the fight for them #Blacklivesmatter on 
 ”",0
Crying at the beginning of the Princess & the Frog this morning.Oh I love Tiana! Amazing what triggers tears sometimes. #BlackLivesMatter,0
#blackwomenlead a3 Police should be echoing the gun control msg and living it! They must get behind the #BlackLivesMatter message & DO IT!,0
White friends: what side of history are u on? great read w/ some good stats on our racial divide #BlackLivesMatter,0
today is one of those days where I have little patience for white folks who refuse to acknowledge #racism #BlackOutMonday #BlackLivesMatter,0
"Glad to see 
 swiftly sign bipartisan #coronavirus response bill into law. This is precisely how Congress – Democrats and Republicans – and the admin should be working together to deliver for the American people.",0
"I’ve been worried COVID19 will suppress turnout in November presidential election. But if this is true (Democrats taking epidemic more seriously & washing hands more, etc), this means fewer Republicans may turn out, relatively speaking — helping 
.",0
"The word ""Investigate"" used to mean something but now thanks to Democrats and Republicans it means nothing now other than to tell people that another Politician will escape Justice.",0
Six-in-ten Americans believe scientists should play an active role in policy debates over issues related to their expertise. That includes 73% of Democrats and 43% of Republicans.,0
"Republicans want tax cuts for corporations. Democrats are seeking protections for workers, many of whom would face economic devastation if they lost just one paycheck because of the virus.",1
Let’s not forget that we are all Americans before we are Republicans and Democrats. We are all in the same boat together. #ClimateChange,0
"The American political landscape doesn’t need another Christian who politicks just like secular Democrats or secular Republicans.

It needs Christians in both parties who have a healthy detachment from the party, but apply the Compassion (&) Conviction of Christ within the party.",0
Democrats eagerly participated with Republicans in the destruction of the most effective POC voter registration organization at the time over a fake Project Veritas video. This party never cared about the poor,0
BREAKING: Establishment Republicans are helping deep state Democrats reauthorize Section 215 of USA FREEDOM which will allow secret #FISA to continue spying on Americans (and political opponents; 2016) #ampFW,1
"Reminder, the #CoronaVirus doesn’t see political lines. It will infect both Democrats and Republicans the same. We all have to work together to deal with this, even you",0
"Wouldn’t this be a great time to say the hell with Democrats, republicans, liberals, conservatives, and partisan politics , and all join together as Americans with a common goal?",0
"Joe Biden: ""The coronavirus does not have a political affiliation. It will infect Republicans, independents and Democrats alike.It will touch people in positions in power, as well as the most vulnerable in our society.""",0
"Late Friday, House Democrats reached a deal with the White House to pass legislation that includes paid leave, unemployment insurance, and free testing for #COVID19.

Forty Republicans voted no—but all four #Arkansas members voted yea.

Here are the votes:",1
"Democrats think Republicans are a bunch of racists, homophobes, sexists etc. 

You sit around and talk about it all the time as if you have ANY idea what we think.

The Democrats STILL don't understand why Americans elected Trump and that's exactly why they will lose again.",1
"You know, we're all supposed to pull together right now. Republicans and Democrats. In a crisis, there are no blue states or red states, there are only the United States of America. But I can't do it. 1/",0
"68 percent of Democrats are worried that someone in their family could catch the virus, while just 40 percent of Republicans and 45 percent of independents share that concern. 

Further proof that Republicans care about no one. Not even their own.",1
"Instead of thinking of each other as Democrats or Republicans, let's think about each other as fellow Americans.

We are all on the same team.

As President 
 said, ""no nation is more prepared or more resilient than the United States.We are all in this together""",0
"Sanders saying, ""I know your heart is in the right place"" to Biden is EVERYTHING that separates Democrats form Republicans.

Democrats are, by nature, uniters, whereas Republicans are, by nature, vicious dividers. #DemDebate",0
"Democrats are more likely to practice social distancing, avoid restaurants, avoid social events, than Republicans. Trump supporters don't really know what's going on cuz they only watch Fox News.

#VoteBlueToSaveThePlanet",0
"Texas’ GOP leadership has snubbed LGBT Republicans asking to participate in the annual state convention for more than two decades. 

Democrats want to recruit disillusioned LGBT conservatives. #txlege",1
"""We're not Democrats, we're not Republicans. We are Americans at the end of the day. That's who we are & that's who we are when we are at our best so this hyper-sensitivity abt politics & reading every comment & wanting to pit one against the other - there is no time for this.""",1
The Democrats care.the Republicans don’t! #MoscowMitchMCConnell must go! He’s getting paid by our tax dollars to do nothing.except not help the American people! I bet judges get crammed through faster than this! Please folks #VoteBlue2020 Our lives depend on it!,1
"Republicans and Democrats are both calling for direct, cash-based payments to households.

A unified proposal, put forward by Senators in both parties, would help get checks out the door and into the hands of the American people sooner rather than later.",1
"Blowing up Trump, Democrats, Republicans, or anyone else in this season doesn’t do anyone any good.

Let’s come together and pray diligently for the Lord to end the life of this virus.",0
"It’s great to see Governors (Democrats & Republicans) stepping up to the leadership role in the face of this crisis. They realize that 
 in so incapable of managing this process and Trump is actually causing Americans to die.",0
"Republicans and Democrats are coalescing around a plan to send money to U.S. households, and they’re trying to figure out how quickly they can do it.",0
"“Twice as many Democrats as Republicans say they're very concerned about the coronavirus, according to nearly 1,100 adults polled over the weekend” -
 

Hazarding humanity to own the libs.",0
".
 has failed the people of #SC term after term—and they’ve finally had enough.
’s grassroots movement for change is getting out the vote with Democrats and Republicans alike. South Carolina is ready to #FliptheSenate!",1
"Lmao republicans are like ""hey let's give everyone some money"" and democrats are all ""woah hold on just a goddamn minute"" seriously fuck this timeline i wanna get off",1
"i feel so bad for Bernie. everyone be dissing on his ideas (Democrats and Republicans) and now everyone is doing what's he's been taking about for years like it's nothing. this mans has always been for the people, crisis or not.",0
"It’s a lot easier for Republicans to provide aid in a crisis, because they don’t have the other party fighting them the way Democrats do, as after the financial cras of ‘08.",1
"Senate Democrats want to cancel $10,000 of student debt for every borrower due to the #Coronavirus. Let's see how many Republicans have the integrity to say no to this giveaway during an election year. It they do this why not forgive some credit card, auto, or mortgage debt?",1
"Tapper nails it. Look at how other politicians, Republicans and Democrats are handling this crisis, including Pence and Walz. The President can’t stop for one second thinking about himself and the political impact. He hasn’t come close to matching this incredible challenge",0
"I lost a few followers which is fine all because I blamed Republicans and Democrats.
 Michigan had 254 cases of #COVID19 last night we now have 334 cases 2 have died one supermarket is closed until further notice yes I'm mad as hell.
#WashYourHands 
#StaySafeStayHome",1
I'm as mad as anybody else about these members of Congress--both Republicans and Democrats--unloading their stocks before the Coronavirus crash. But what gets me even angrier is how much damn money all of them have to invest in the first place. They are not us.,0
"So grateful for our nation’s Governors, Democrats and Republicans, especially in hardest hit states, for getting out in front as best they can. I am heartbroken for local businesses, but certain this short-term pain was necessary to minimize damage. #Leadership #Covid #SMB",0
"Thanks 
 There is a big difference between 
 Democrats and Republicans. 
 spent years lying about this, telling young people both parties are the same. Today we are seeing in real time, that the Democrats are the ones who will always have your back.",1
At least Democrats and Republicans can cross the aisle and work together when it comes to insider training and dumping their stocks while there's a pandemic.,0
"The GOP bill now fails to expand paid sick leave included in House legislation that the Senate passed Wed. Democrats had a 12-week eligibility, but Republicans insisted on limiting it to 2 weeks with exemptions only for BIG businesses. In the name of the people, destroy the GOP.",1
for a lot of regular American folks the central epistemological paradigm is transitioning in real-time from the intellectual game of Democrats vs Republicans to the life or death struggle of People vs Power and the growing pains are so very fucking ugly.,1
"Andrew Cuomo said as New York governor, he is governor of EVERYONE, Republicans and Democrats.

If only Trump understood this concept.

#AMJoy",0
"Here in Maine, Democrats and Republicans came together quickly to help workers and small businesses stay afloat amid the COVID-19 crisis. 

It's time for Washington to do the same and pass an aid package that puts hardworking Mainers and Americans—not corporations—first.",0
"I hope what I am going to say. does not anger anyone. However at this moment I do not care what your political stance is I do not not care who you are voting for.
we are not fighting this virus as republicans or democrats we are fighting as a people. so let's be better",0
"""Mr. Trump’s performance on the national stage in recent weeks has put on display the traits that Democrats and some Republicans consider so jarring — the profound need for personal praise, the propensity to blame others, the lack of human empathy,",0
Democrats care for the poor and vulnerable. Republicans care for corporations and the wealthy while everyone else withers and dies . I stand with the Democrats . I stand with the people.,0
"Remember those simpler times? 8 days ago when the #coronavirus stimulus Democrats proposed was a mere $750 billion?

Only 192 hours later Republicans are ready to sign on to a 6 trillion dollar stimulus?

God help us.
Children forgive us.
The cure is worse than the illness.",1
"As #COVID19 continues to impact communities across the country, Senate Republicans are trying to bring much needed funding and relief to the American people. Democrats, however, continue to block this needed legislation. 

Just look at what the CARES Act would do for Oklahoma.",0
"Today is one of those days when you have to lay down a marker. Against the advice of medical professionals, Trump and Republicans are proposing easing up restrictions - steps that could sacrifice many thousands of American lives to the stock market. Democrats need to hammer this.",0
"Republicans and Democrats, let’s put our guns in our holsters for 2 months. Pick up some olive branches and figure this crisis out together. Our health and economy will improve faster if we row our oars together against the tide of the pandemic. #lalege",0
I just can't believe that Republicans believe in the mainline conservative views of the past 100 years. All the ignorant assholes in my peer group said they were at worst transactional and at best New Deal Democrats. What else is wrong? Are Democrats pro-choice?,1
"#WhereIsOurRelief 

2 TRILLION dollars, and we get an One Time Payment of $1200.

No Student Loan Forgiveness
No Rent Freeze
No Money Until May

Republicans & Democrats, we need ANSWERS now. This Stimulus Package is not for us. This is just scraps. #stimulusbill",1
"#Democrats & #Republicans . where do you THINK this $6 trillion is coming from?

You.
Your children.
Everyone you know.

The government is going to ""pay back"" this $$$ over the coming years the only way they know how: by taxing you until you are barely able to live.

#votegold",1
And everyone who did this should get the Martha Stewart treatment. And it’s not just republicans. Democrats did it too. EVERYONE needs sent to prison.,1
"We need Asian-Americans — both Democrats and Republicans — to unequivocally denounce Trump's racism.

Responses like this from a Republican congressional candidate are nothing more than pathetic.",1
"Big shout out to the republicans, democrats, centrists, corporatists, neocons, neolibs (all one in the same) here's a big FUCK YOU to y'all. Another fine bailout for Wall Street & another lousy unfinished hand job for Main Street. If I had the hand of God for one day I'd end you.",1
It occurs to me that part of the reason Republicans have resisted acknowledging the severity of the virus is that they associate viruses & disease with cities and cities with Democrats. Has anyone seen rhetoric flushing this to the surface?,0
"This stimulus bill falls short of what’s needed for poor & low wealth people, but if Democrats had not fought, Republicans would have blocked many of the good things that are in it for all people.",0
"Trump has closed down air flights, but nothing else. Governors, Mayors, businesses (Disney), & Univ. have ordered shut downs. They, not Trump, will decide when America is open to business as usual. 
 #Republicans #Democrats",0
"Trump signs the $2 trillion coronavirus relief bill surrounded by lawmakers, Cabinet officials and CV Task Force members. ""I want to thank Democrats and Republicans for coming together and putting America first.",0
"I hate watching CNN and Fox News. People are such jerks on both networks. It’s always about Democrats vs Republican and Republicans vs Democrats. I don’t see that going on in China, Italy or France but here in the US it’s all about personal gain! #sameteam",0
"Trump signed the legislation hours after it passed the House, thanking Republicans and Democrats “for coming together, setting aside their differences and putting America first” with the legislation.",0
"Hey Democrats. Isn't this what you complained about Republicans doing with Trump and Kavanaugh accusations? What happened to believing women and #MeToo?
#IBelieveTaraReade",0
"The most maddening thing right now is watching Democrats (Even Bernie Sanders), Republicans and the Media refuse to talk about the cheapest and most effective way to attack the virus. We need a #NationalLockdown. I fear that no one wants that political baggage",0
"Democrats & Republicans have give a $2 trillin bailout to corporations while doing nothing for poor & working people. Once the next mortgage payments, car payments, rent payment start becoming due it will destroy them & destroy the economy while billionaires will stash money.",0
"The coronavirus has literally NOTHING to do with political parties. it doesn’t care about race, religion, gender, etc. why do people have to politicize this? this should be a time where everyone comes together as AMERICANS not republicans/democrats. just follow the instructions.",0
Only an independent makes Clear rational decisions for the people. Independence unlike Republicans and Democrats are not beholden to a broken system that’s against the people always. Endless Politricks to keep the people chasing freedom. #EarthCrisis,1
They are in a corporate endogroup and their endo-ideal is corporate America. Both the Republicans and Democrats are trapped in a cult with competing cult leaders. The Kleptocrat oligarchy wins either way and those at the bottom die either way.,1
No one is Bro! Why is even a Disease Politicized among Americans? Makes me thing we're overdue for another Great Flood and neither Democrats or Republicans can be on the Ark!,1
"Democrats want to protect your right to vote in a pandemic. Republicans don't want more people to vote.

Trump admitted it live.",1
"29 states & counting.

AK, CA, CO, CT, DE, HI, ID, IL, IN, KS, LA, MD, MA, MI, MN, MT, NH, NJ, NM, NY, NC, OH, OR, RI, VA, VT, WA, WV & WI. 

Governors are Republicans & Democrats. They are saving lives.",0
"If Democrats and Republicans can’t put aside differences/agendas during this crisis, then we as Americans must hold them individually accountable by exercising our right to vote them out of office ASAP. We should also hold media outlets accountable for any of these same agendas.",0
"Across a variety of measures, Republicans are more likely than Democrats to say they are comfortable continuing with regular activities, even given the current situation with the coronavirus outbreak.",1
"New 
 poll

87% of NYers approve of 
's response to the #coronavirus 

Democrats: 95%
Republicans: 70%
Independent: 87% 

Theoretical head-to-head matchup of the 2020 general election: Biden 58% v Trump 33%",1
Q8: The courts found that North Carolina Republicans “targeted African Americans with almost surgical precision” when they gerrymandered the state’s districts ten years ago. How can Democrats ensure something like that doesn’t happen again? #NCDemsChat,0
"Hello, every day i try ti draw something new, this is my fourth drawing. Many peaople have written to me and motivated me, i will also try to motivate you by the fact that everything is possible, thank you. #Oil #art #colours #artist #painting",0
"Women act as “shock absorbers” & bear brunt of #EnergyPrices burden, whilst Rishi Sunak rejects any increase in schemes that make our homes easier & cheaper to keep warm.

We need more women’s voices in the #energy debate 

#EnergyCrisis #EnergyStrategy",1
"Good work by WSJ debunking cynical political talking point that #oil companies are gouging consumers with high #gasoline prices.

One more point, independent gas station owners make most profit on products in the store, not at the pump. 
 via",0
"It's not a ""pro-life"" stance. Restricting access to abortion kills. Pregnant people mean nothing compared to this view. He can be a principled bigot or a copy-edited composite candidate: this is trying to be both. Nae man can tak service wi' twa maisters.",1
"The Knights of Columbus announced Thursday a new goal to donate at least $5 million to pro-life pregnancy centers and maternity homes across the United States and Canada by June 30, 2023.",0
"“Missouri has one of the nation's highest maternal mortality rates. And yet, it's not among the many states taking advantage of an offer from the federal government to pay for extended Medicaid coverage for postpartum mothers”
—-
“Pro-life” politics are a fraud",1
"I generally try to be understanding of peoples politics even when I disagree but the whole “pro-life” thing has always felt insane to me. If you don’t want an abortion, just don’t get one? It seems like a very cut and dry situation to me.",1
"In 2016, Fox News' non-practicing Jewish commentator Charles Krauthammer said that the Catholic Church was the one institution that had not wavered the pro-life stance despite the mockery it suffered, predicting that one day people would thank the Church for its pro-life position",0
"Dont interact with me if you're pro-life or support the over turning of roe v wade I am a 24 year old disabled woman who would die without access to birth control and if that failed, abortion. 

This is not asking for a debate from me, Im not arguing the worth of my life w you",1
"Pro-Abortion Demonstrators Unleash Weekend Of Arson, Vandalism, And Insurrection After Dobbs Left-wing violence predictably erupted over the weekend after the Supreme Court ruled 5-3-1 on Friday to overturn Roe v. Wade. While pro-life advocates",1
"It’s a BEAUTIFUL DAY to vote for America First conservatives who are Pro-Second Amendment, Pro-Life, and Pro-Family! Mary Miller and 
 are farmers, not career politicians. Vote for conservatives Mary Miller and Darren Bailey!",0
"there are no pro-life laws that criminalize ectopic pregnancy treatment, miscarriage management, or life-saving early delivery

spreading these lies will make women scared to seek treatment and will put their lives at risk",0
"Pro-life advocate Christina Bennett on Margaret Sanger: ""She went after African American leaders and pastors to pay them to market to their people to kill their offspring.""

Watch ""Choosing Death: The Legacy of Roe"" here:",0
"Kentucky’s pro-life laws have been tied up in court for years. Following the Dobbs decision, today we asked the courts to allow these laws to take effect: 
-Heartbeat law (SB 9)
-Prohibition of discriminatory abortions (HB 5)
-Prohibition of live dismemberment abortions (HB 454)",0
"Looking forward to debating economic plans, Tyler. I didn't realize you had any. Our debates will also be a great chance for you to break your silence on Roe being overturned and explain your ""100% pro-life"" position.",1
"It’s in the name “Pro-Life” aborting a growing baby in the womb is ending a life. Someone that did nothing to deserve death. Nonaggression principal.

“Don’t like murder, don’t commit one” is a poor argument for legal murder.
And I’m not trying to fight just explaining the stance",0
"ABORTION HAS A GREY ZONE. Period

Pro-Life people MUST STOP saying All abortions are Killing an 8 month old child.

Early elective-ABORTION IS FEMALE HEALTHCARE, & late term when a woman's life is at risk! It is a Woman's RIGHT to choose. Not any man's. #RoeVWade",1
"He’s pro-life, but doesn’t care if pregnancy can kill the woman. And *THIS* is why we are mad at the SC ruling. Not because we just love abortions",1
"First it was “no uterus, no opinion!” But when a woman who is pro-life speaks up it’s “no experience, no opinion!” or “you can’t speak for all victims!”

So which is it? You can’t keep changing agendas simply bc you hate the fact people wanna protect babies from being murdered.",1
"We're bringing America back to life!

Join us tomorrow at 8PM ET for a historic event. Pro-life leaders will unpack the Dobbs decision & the overturning of Roe, reveal what's to come, and teach us how to change more hearts & save more lives.

Register:",0
"Hundreds of Amazon employees are calling on the online retail giant to terminate its operations in any U.S. state with pro-life legislation, in addition to a host of other demands. 

MORE:",1
"Pro-life pregnancy centers help provide women with support and resources in choosing life.

But media pundits have started smearing them too, because they don't fit the media's abortion narrative.",1
"I gratefully recall many pro-life feminists, women who stepped forward to say abortion is not good for women or a way to advance women’s equality.",0
Cope and SEETHE: Woke Amazon employees demand Amazon cease doing business in pro-life states PLUS time off to ‘grieve’ Roe via,1
"Across the country, pregnancy centers and pro-life organizations are being targeted for vicious attacks. 

Please join me in praying for the continued safety of the pro-life community.",0
Cope and SEETHE: Woke Amazon employees demand Amazon cease doing business in pro-life states PLUS time off to ‘grieve’ Roe,1
"This is the heart of the pro-life movement.

Mary's Shelter opened its doors 16 years ago and has helped hundreds of mothers and babies to thrive.",0
"The SCOTUS decision is a victory for the pro-life movement and the volunteers who have supported mothers and children for the past 50 years. 

We thank you and walk with you as you continue to take a stand for life.",0
"WATCH NOW 
 : 

""Hey America, The Supreme Court has delivered massive victories for religious liberty, Second Amendment Rights, and the pro-life movement. All the glory goes to God, the credit goes to Donald J Trump.""",0
"Congratulations to 
 & 
 for their book ""Tearing Us Apart""- out today. Highly recommend! Every pro-life person should read this book and gift copies to your pro-choice friends.",0
"CNN now lets guests falsely accuse pro-life people of being motivated by racism and a desire to rule over non-white people.
 isn't a news organization.",0
"If this country was truly “pro-life,” we would have Medicare for All, a Green New Deal, gun control, universal child care, a living wage, and an end to the death penalty.

The right-wing agenda isn’t about “life.”

It’s about control.",0
"BREAKING: Governor Glenn Younkin confirms human life begins at conception and says he will ""happily and gleefully"" sign any pro-life bill to protect babies from abortions.",0
"The 14 states with the strictest abortion laws also have the worst maternal and child healthcare outcomes. They’re also red states.

Forced-birth not pro-life",1
"“My baby has a heartbeat?”.a pregnant woman asked pro-life person witnessing outside PlannedParenthood.

FactPeaceful pro-life witnessing SAVES LIVES. This is why Warren & the abortion industry wants to “crack down” on us.

Video by :",0
So what if Kimberly Elise is pro-life? That’s her choice just like you have yours. The egos & narcissism of today’s era is hilarious,0
"This is what being “pro-life” actually looks like:

 Gun reform to protect our children
 Paid family leave to lift up families
 Climate action to save our planet
 Medicare for All to make healthcare a right",0
People be talking as if the pro-life movement wasn't already tirelessly working to help mothers and their preborn babies for decades before Roe was reversed.,0
"The Left can’t fathom that the Hispanic voter cares about the lives of the unborn. 

We are PRO-LIFE; this November, the Left will learn that.",0
"""Pro-life?"" No, Pro-Birth. For""true believers,"" why worry about the nuances upon people's lives when it's so much ""easier"" to think in black an white terms? Otherwise, Republicans would pass Childcare Tax Cedits, universal day care & pre-school, & not cut the school lunch program",1
Neither does the word “woman.” Ben Franklin literally published at home abortion recipes. Let’s not pretend all these men who had multitudes of children with their slaves were profoundly pro-life,1
"""You're not pro-life, just pro-birth""

""Don't force pregnancy on people""

""Outlawing abortions won't stop them, it will just make them unsafe""

With Roe being history, let's discuss the most common pro-abortion arguments, and why they just make no sense.",0
"It’s more important now than ever to be boldly pro-life and make it known that our generation stands against abortion violence.

Don’t be a wimp! Buy pro-life tees & hoodies",0
"Pro-life advocates operate roughly 4,000 pregnancy resource centers providing:

Diapers
Baby clothing
Baby formula
Counseling
Financial support
Housing support
Parenting classes

Hundreds of millions in FREE resources annually.",0
